-0.8	0.8	0.5
-0.7	0.8	0.524979
-0.6	0.8	0.549834
-0.5	0.8	0.574443
-0.4	0.8	0.598688
-0.3	0.8	0.622459
-0.2	0.8	0.645656
-0.1	0.8	0.668188
0	0.8	0.689974
0.1	0.8	0.710949
0.2	0.8	0.731059
0.3	0.8	0.75026
0.4	0.8	0.768525
0.5	0.8	0.785835
0.6	0.8	0.802184
0.7	0.8	0.817574
0.8	0.8	0.832018
0.9	0.8	0.845535
1	0.8	0.858149
-1	0.9	0.475021
-0.9	0.9	0.5
-0.8	0.9	0.524979
-0.7	0.9	0.549834
-0.6	0.9	0.574443
-0.5	0.9	0.598688
-0.4	0.9	0.622459
-0.3	0.9	0.645656
-0.2	0.9	0.668188
-0.1	0.9	0.689974
0	0.9	0.710949
0.1	0.9	0.731059
0.2	0.9	0.75026
0.3	0.9	0.768525
0.4	0.9	0.785835
0.5	0.9	0.802184
0.6	0.9	0.817574
0.7	0.9	0.832018
0.8	0.9	0.845535
0.9	0.9	0.858149
1	0.9	0.869892
-1	1	0.5
-0.9	1	0.524979
-0.8	1	0.549834
-0.7	1	0.574443
-0.6	1	0.598688
-0.5	1	0.622459
-0.4	1	0.645656
-0.3	1	0.668188
-0.2	1	0.689974
-0.1	1	0.710949
0	1	0.731059
0.1	1	0.75026
0.2	1	0.768525
0.3	1	0.785835
0.4	1	0.802184
0.5	1	0.817574
0.6	1	0.832018
0.7	1	0.845535
0.8	1	0.858149
0.9	1	0.869892
1	1	0.880797
