0	1.99459
1	0.991439
2	0.678904
3	0.65862
4	0.625349
5	0.623758
6	0.641277
7	0.714965
8	0.712796
9	0.492107
10	0.487636
11	0.421386
12	0.458377
13	0.459212
14	0.428128
15	0.467432
16	0.375581
17	0.277509
18	0.274755
19	0.274085
20	0.267791
21	0.27389
22	0.222994
23	0.236372
24	0.226128
25	0.214086
26	0.206204
27	0.198042
28	0.25376
29	0.257789
30	0.19498
31	0.192509
32	0.179215
33	0.174975
34	0.207077
35	0.216318
36	0.216087
37	0.203023
38	0.220051
39	0.214717
40	0.198429
41	0.19757
42	0.185195
43	0.182655
44	0.179087
45	0.178487
46	0.157124
47	0.153388
48	0.132535
49	0.131002
50	0.128666
51	0.128324
52	0.125145
53	0.109052
54	0.0940097
55	0.0924942
56	0.0977461
57	0.0932727
58	0.0926559
59	0.087448
60	0.0957048
61	0.0833713
62	0.0811307
63	0.090109
64	0.0935391
65	0.0905132
66	0.0667856
67	0.0598008
68	0.0590456
69	0.0588869
70	0.0581434
71	0.0579459
72	0.0664857
73	0.0533245
74	0.0489204
75	0.0577665
76	0.0574107
77	0.0571325
78	0.0609791
79	0.060481
80	0.0597391
81	0.0581931
82	0.0581386
83	0.0565956
84	0.0541538
85	0.0496104
86	0.0463585
87	0.0522164
88	0.0451101
89	0.0451012
90	0.0451002
91	0.0406494
92	0.0406129
93	0.0327552
94	0.031553
95	0.0280353
96	0.0227095
97	0.0214321
98	0.0235091
99	0.0185919
100	0.01605
101	0.0146689
102	0.0139329
103	0.013398
104	0.0130128
105	0.0147009
106	0.0137393
107	0.0145095
108	0.0117449
109	0.0117446
110	0.0116027
111	0.0115927
112	0.0114611
113	0.0114156
114	0.0109911
115	0.0115605
116	0.00806863
117	0.0106584
118	0.010658
119	0.00790158
120	0.00371395
121	0.00347543
122	0.00346446
123	0.0027653
124	0.00248987
125	0.00131533
126	0.00116318
127	0.00116308
128	0.00101939
129	0.000959594
130	0.00088489
131	0.000853701
132	0.000817688
133	0.000810146
134	0.000813376
135	0.000813351
136	0.000812663
137	0.00080363
138	0.000803371
139	0.000587379
140	0.000576423
141	0.000557948
142	0.000457682
143	0.000431067
144	0.000430504
145	0.000650948
146	0.000650803
147	0.000564715
148	0.000440798
149	0.000513449
150	0.000238267
151	0.000261251
152	0.000259646
153	0.000256446
154	0.000216797
155	0.000212511
156	0.00018579
157	0.000183661
158	0.000179564
159	0.000169278
160	0.000143334
161	0.000142042
162	0.000135936
163	0.000131886
164	0.00012913
165	0.000107227
166	0.000128026
167	0.000126145
168	0.0001251
169	0.000125112
170	0.000113574
171	8.96647e-05
172	5.83929e-05
173	5.83173e-05
174	5.81118e-05
175	6.12486e-05
176	5.03406e-05
177	1.65713e-05
178	1.59831e-05
179	1.2789e-05
180	1.25584e-05
181	1.17594e-05
182	1.17539e-05
183	1.18928e-05
184	1.17763e-05
185	1.2495e-05
186	8.0538e-06
187	5.53663e-06
188	5.40498e-06
189	5.3777e-06
190	5.2641e-06
191	5.26455e-06
192	3.87773e-06
193	3.7296e-06
194	3.65728e-06
195	3.64568e-06
196	3.53682e-06
197	3.44263e-06
198	4.60751e-06
199	4.9153e-06
200	5.35772e-06
201	3.96704e-06
202	3.82308e-06
203	4.39373e-06
204	3.78629e-06
205	3.62773e-06
206	3.46617e-06
207	3.50906e-06
208	4.97921e-06
209	3.73012e-06
210	3.70837e-06
211	2.91989e-06
212	2.09164e-06
213	2.56404e-06
214	2.56379e-06
215	2.56371e-06
216	2.56353e-06
217	2.5595e-06
218	2.55704e-06
219	2.55426e-06
220	3.28795e-06
221	2.82022e-06
222	2.81355e-06
223	2.81066e-06
224	2.78559e-06
225	2.78255e-06
226	2.63815e-06
227	2.53956e-06
228	3.04297e-06
229	2.8376e-06
230	2.54978e-06
231	2.69097e-06
232	2.62349e-06
233	1.93701e-06
234	1.89084e-06
235	1.62281e-06
236	1.3208e-06
237	1.3099e-06
238	1.31449e-06
239	1.2252e-06
240	1.19897e-06
241	1.11093e-06
242	1.0006e-06
243	1.07075e-06
244	1.06598e-06
245	5.27063e-07
246	5.26855e-07
247	5.26783e-07
248	5.1237e-07
249	5.02922e-07
250	5.01022e-07
251	4.98174e-07
252	4.87548e-07
253	4.77318e-07
254	4.71491e-07
255	4.52217e-07
256	3.76599e-07
257	2.60707e-07
258	2.54643e-07
259	2.58642e-07
260	2.42029e-07
261	2.71126e-07
262	2.62842e-07
263	2.67644e-07
264	2.67622e-07
265	2.66533e-07
266	2.63674e-07
267	2.57052e-07
268	2.55057e-07
269	2.72855e-07
270	2.56349e-07
271	2.16503e-07
272	2.12663e-07
273	2.0324e-07
274	1.90589e-07
275	1.91245e-07
276	1.91056e-07
277	1.87562e-07
278	1.8433e-07
279	1.823e-07
280	1.77815e-07
281	1.61378e-07
282	1.71749e-07
283	2.36882e-07
284	2.29724e-07
285	2.29001e-07
286	2.34321e-07
287	1.92431e-07
288	1.91167e-07
289	1.91085e-07
290	1.9104e-07
291	1.78062e-07
292	1.77017e-07
293	1.68499e-07
294	1.68383e-07
295	1.6357e-07
296	1.64816e-07
297	1.59463e-07
298	1.59981e-07
299	9.19622e-08
300	7.7074e-08
301	7.81599e-08
302	6.13283e-08
303	6.13222e-08
304	6.08384e-08
305	6.14208e-08
306	7.49016e-08
307	6.97688e-08
308	6.62906e-08
309	6.21257e-08
310	5.60862e-08
311	5.58277e-08
312	5.5786e-08
313	5.38784e-08
314	6.81628e-08
315	8.36453e-08
316	8.11638e-08
317	8.22214e-08
318	8.22118e-08
319	7.89293e-08
320	7.86716e-08
321	6.16639e-08
322	3.56574e-08
323	1.52661e-08
324	1.07329e-08
325	2.51417e-09
326	2.54515e-09
327	2.60812e-09
328	2.54044e-09
329	3.23409e-09
330	2.62687e-09
331	2.63425e-09
332	2.5402e-09
333	2.33634e-09
334	2.19605e-09
335	2.18441e-09
336	1.87264e-09
337	1.83866e-09
338	1.80552e-09
339	2.11277e-09
340	1.7945e-09
341	1.69031e-09
342	1.6892e-09
343	1.66897e-09
344	1.6575e-09
345	1.55606e-09
346	1.52588e-09
347	1.08118e-09
348	1.29404e-09
349	1.15241e-09
350	1.12734e-09
351	1.08013e-09
352	1.01692e-09
353	1.75619e-10
354	1.66034e-10
355	1.62579e-10
356	1.61237e-10
357	1.51901e-10
358	7.80398e-11
359	7.41196e-11
360	7.53577e-11
361	5.8699e-11
362	5.40485e-11
363	6.05249e-11
364	3.85481e-11
365	3.91163e-11
366	4.02034e-11
367	3.91875e-11
368	3.22808e-11
369	3.36566e-11
370	3.22524e-11
371	4.29694e-11
372	4.26548e-11
373	4.25597e-11
374	4.1209e-11
375	3.20082e-11
376	3.13145e-11
377	2.97444e-11
378	2.61153e-11
379	2.61153e-11
380	2.29996e-11
381	2.86449e-11
382	2.24347e-11
383	2.23697e-11
384	2.23832e-11
385	1.99922e-11
386	1.99922e-11
387	2.75495e-11
388	2.74065e-11
389	3.59954e-11
390	3.41531e-11
391	3.1011e-11
392	2.50013e-11
393	2.32827e-11
394	2.40501e-11
395	2.40492e-11
396	2.08946e-11
397	2.06315e-11
398	2.04254e-11
399	2.11182e-11
400	2.0365e-11
401	1.84237e-11
402	1.55016e-11
403	1.53897e-11
404	1.45779e-11
405	1.4265e-11
406	1.42268e-11
407	1.46532e-11
408	1.37377e-11
409	1.35163e-11
410	1.50042e-11
411	1.48817e-11
412	1.46436e-11
413	1.41664e-11
414	1.34159e-11
415	1.27987e-11
416	1.03892e-11
417	1.04603e-11
418	8.58513e-12
419	8.65175e-12
420	4.82747e-12
421	5.58242e-12
422	9.59166e-12
423	8.28249e-12
424	7.78155e-12
425	6.67733e-12
426	6.76881e-12
427	5.5751e-12
428	4.99245e-12
429	4.9234e-12
430	4.9285e-12
431	4.52549e-12
432	4.52549e-12
433	4.57345e-12
434	4.52705e-12
435	3.88756e-12
436	2.22578e-12
437	2.78111e-12
438	2.5091e-12
439	2.07767e-12
440	1.81832e-12
441	1.72484e-12
442	1.66733e-12
443	1.69931e-12
444	1.75437e-12
445	1.66733e-12
446	1.75682e-12
447	1.75682e-12
448	1.87339e-12
449	2.0588e-12
450	1.85985e-12
451	1.76859e-12
452	1.72418e-12
453	1.01008e-12
454	8.48432e-13
455	4.63629e-13
456	4.63629e-13
457	3.78364e-13
458	3.78364e-13
459	3.78364e-13
460	4.66294e-13
461	5.45342e-13
462	3.42171e-13
463	3.42171e-13
464	3.93685e-13
465	3.8658e-13
466	3.7037e-13
467	3.28626e-13
468	2.95985e-13
469	2.78888e-13
470	2.78888e-13
471	6.61915e-13
472	5.77316e-13
473	4.94937e-13
474	4.94715e-13
475	5.12701e-13
476	5.20473e-13
477	4.69846e-13
478	5.89084e-13
479	5.07372e-13
480	4.4853e-13
481	3.26184e-13
482	3.26184e-13
483	4.13891e-13
484	3.73923e-13
485	4.0945e-13
486	2.46247e-13
487	2.43361e-13
488	3.38396e-13
489	3.38396e-13
490	2.96652e-13
491	2.96652e-13
492	2.96652e-13
493	2.96652e-13
494	2.60236e-13
495	2.14273e-13
496	1.94733e-13
497	1.94733e-13
498	1.64313e-13
499	1.64313e-13
500	1.9007e-13
501	1.89404e-13
502	1.2168e-13
503	1.11244e-13
504	1.11244e-13
505	1.11244e-13
506	1.29008e-13
507	2.39808e-13
508	2.31815e-13
509	1.01252e-13
510	1.01252e-13
511	1.03917e-13
512	1.03917e-13
513	1.46549e-13
514	2.01839e-13
515	2.01839e-13
516	2.23155e-13
517	2.14939e-13
518	2.57572e-13
519	2.57572e-13
520	2.14273e-13
521	1.82077e-13
522	2.07834e-13
523	2.00062e-13
524	2.1072e-13
525	2.1072e-13
526	1.82077e-13
527	1.46771e-13
528	1.46771e-13
529	1.46771e-13
530	2.85327e-13
531	2.54019e-13
532	2.89546e-13
533	2.75335e-13
534	2.75335e-13
535	2.85105e-13
536	2.85105e-13
537	2.71116e-13
538	2.05391e-13
539	1.87628e-13
540	1.87628e-13
541	1.87628e-13
542	1.26121e-13
543	1.66311e-13
544	1.39444e-13
545	1.39444e-13
546	1.15463e-13
547	1.16573e-13
548	1.16573e-13
549	1.65201e-13
550	1.02363e-13
551	1.01252e-13
552	6.15064e-14
553	5.08482e-14
554	4.55191e-14
555	4.55191e-14
556	4.19664e-14
557	4.19664e-14
558	4.19664e-14
559	4.08562e-14
560	2.57572e-14
561	2.57572e-14
562	2.95319e-14
563	2.95319e-14
564	2.59792e-14
565	2.59792e-14
566	2.59792e-14
567	2.59792e-14
568	2.59792e-14
569	2.59792e-14
570	1.24345e-14
